country,Crop Type,Season,Yield Percentage,Year,Water Levels,Temperature
Africa,Wheat,Rainy Season,55.16,2021.0821456057308,46.64,44.25
Germany,Maze,Rainy Season,56.35,2020.7543103981898,35.74,49.88
Africa,Maze,Summer,13.08,2020.1863450877504,21.52,90.47
Australia,Wheat,Rainy Season,29.6,2020.0098182117738,55.69,31.02
France,Plam Oil,Spring,18.3,2021.611805263764,38.23,68.35
Africa,Cotton,Winter,29.46,2021.147535777921,27.51,43.81
India,Sugar Cane,Winter,90.07,2020.6465086228343,29.05,83.87
China,Sugar Cane,Spring,88.3,2020.245592828535,27.12,71.06
France,Paddy,Spring,35.21,2020.4586728182976,54.38,58.53
Africa,Maze,Spring,10.28,2021.2137354930173,76.34,60.74
Germany,Maze,Spring,65.27,2021.707167227531,51.11,91.07
Africa,Sugar Cane,Rainy Season,72.23,2021.1901761832964,56.23,92.51
Germany,Apples,Summer,26.51,2020.6049979818863,72.35,86.61
China,Maze,Winter,31.49,2020.2479537250908,11.07,78.35
Germany,Maze,Spring,17.39,2021.624155950684,56.02,11.42
Germany,Paddy,Winter,37.3,2020.694904026486,55.18,47.47
India,Sugar Cane,Rainy Season,85.61,2020.341821874337,57.65,75.65
Africa,Plam Oil,Spring,56.6,2020.1985662769832,43.69,57.9
United States,Paddy,Fall,26.22,2021.556614978029,57.5,11.3
France,Paddy,Fall,48.21,2021.3416032031041,92.74,44.22
Germany,Sugar Cane,Rainy Season,62.59,2020.0182686256728,51.54,55.61
Germany,Apples,Winter,71.33,2020.9228891787184,28.34,85.35
France,Paddy,Spring,30.79,2020.9040335244847,48.98,40.43
China,Wheat,Rainy Season,84.07,2020.0363877848272,46.57,80.95
China,Cotton,Rainy Season,22.69,2021.6486771472933,12.88,39.94
Germany,Plam Oil,Winter,53.3,2020.026451917692,70.69,59.81
India,Wheat,Spring,78.3,2021.7247022501888,62.14,30.33
India,Maze,Fall,41.68,2021.7093738471544,32.57,68.9
Australia,Paddy,Summer,92.36,2021.1930596387479,65.96,36.16
Africa,Cotton,Winter,42.65,2020.852697802157,82.89,64.01
United States,Paddy,Summer,91.29,2020.6825628008696,39.68,17.19
Africa,Apples,Summer,28.18,2021.8603088509851,50.18,74.57
France,Maze,Rainy Season,32.89,2020.108876426452,49.69,45.91
Africa,Sugar Cane,Rainy Season,47.48,2020.8349239627407,48.07,74.1
China,Wheat,Spring,91.94,2021.1464997000055,30.3,61.62
Africa,Wheat,Rainy Season,24.36,2020.1012602646674,22.04,13.61
China,Cotton,Winter,45.05,2020.2016519662984,50.98,52.82
France,Apples,Rainy Season,78.87,2020.5954437604416,23.85,89.83
United States,Wheat,Winter,88.83,2020.3547827663335,47.01,84.41
Africa,Maze,Fall,15.98,2021.0262812727553,41.73,44.96
Africa,Sugar Cane,Winter,10.69,2021.4326599687265,82.16,73.97
India,Plam Oil,Rainy Season,70.04,2021.696563205269,58.43,60.64
China,Plam Oil,Winter,85.3,2021.787405913474,54.87,51.67
Africa,Apples,Rainy Season,49.31,2020.56354035935,29.13,67.15
France,Wheat,Summer,10.76,2021.4802234764197,92.35,15.45
United States,Apples,Winter,64.16,2020.8138650121364,90.4,38.82
Australia,Wheat,Winter,64.37,2021.1784986431273,21.74,89.47
China,Sugar Cane,Rainy Season,91.92,2021.5839043239107,45.64,88.85
United States,Sugar Cane,Fall,88.16,2021.661585077183,44.29,19.69
Africa,Apples,Summer,23.47,2021.460617054368,26.37,29.12
Africa,Apples,Winter,18.32,2020.9815040779365,46.96,33.05
Germany,Paddy,Fall,76.59,2021.9247932792716,33.33,12.42
United States,Maze,Summer,54.72,2021.4041292255383,28.33,72.64
France,Cotton,Winter,87.61,2020.8388837485509,91.64,44.81
France,Plam Oil,Fall,64.52,2020.5341337684038,31.03,90.15
United States,Wheat,Winter,27.08,2021.7632332702526,54.09,65.37
China,Cotton,Spring,53.29,2021.4384334571089,75.66,49.08
Africa,Apples,Summer,41.11,2021.466707394525,83.79,77.15
United States,Cotton,Winter,66.77,2020.0047549554051,61.14,83.94
France,Paddy,Fall,38.22,2021.8771390291251,50.8,56.09
Africa,Apples,Rainy Season,57.99,2021.7197242733848,63.11,40.78
India,Maze,Spring,62.0,2020.896662123155,92.49,37.91
Germany,Cotton,Spring,19.6,2020.49341847089,60.73,10.62
India,Wheat,Winter,37.39,2021.4208777973495,13.19,23.36
Australia,Wheat,Winter,56.57,2020.5679617192175,46.4,18.38
United States,Sugar Cane,Summer,88.88,2021.4090554922225,82.61,57.75
Germany,Plam Oil,Spring,18.68,2021.5424391127265,63.54,42.77
Germany,Wheat,Summer,29.57,2020.3691882003252,38.01,77.33
India,Wheat,Summer,78.74,2021.428328414651,45.92,89.22
India,Apples,Rainy Season,75.68,2020.1167668279052,32.44,59.72
China,Paddy,Winter,59.41,2021.2403075105838,38.38,32.79
France,Apples,Rainy Season,15.11,2021.7742482737624,12.37,66.7
Australia,Apples,Spring,74.68,2020.1612013559718,86.04,44.59
Africa,Maze,Winter,19.45,2021.4774678134197,43.93,87.53
Africa,Sugar Cane,Winter,22.28,2020.4308367716264,87.83,19.34
China,Paddy,Rainy Season,28.55,2021.1718169105322,92.17,56.51
Africa,Wheat,Summer,71.08,2020.3050924933307,14.84,40.34
France,Wheat,Spring,85.67,2020.770118127402,65.37,73.6
Germany,Apples,Winter,50.4,2020.6210086246376,87.69,64.48
France,Maze,Fall,48.16,2020.3207047751685,25.32,36.0
India,Wheat,Summer,27.84,2021.9912786915122,92.22,40.77
Germany,Wheat,Fall,33.71,2020.6983450797538,15.11,31.42
Africa,Cotton,Spring,65.56,2021.387873798737,89.63,49.22
United States,Cotton,Rainy Season,22.03,2020.6049867729532,40.67,33.02
Germany,Maze,Rainy Season,64.34,2020.699353441513,45.0,17.58
Germany,Cotton,Fall,79.8,2020.1183786195522,51.61,37.16
France,Plam Oil,Spring,77.57,2021.9736364326125,64.21,32.37
Australia,Cotton,Spring,92.24,2021.4783483886877,25.12,12.56
Australia,Paddy,Winter,53.75,2020.7984769987156,63.46,73.17
Australia,Cotton,Fall,91.57,2020.0244592025738,55.78,93.16
France,Paddy,Rainy Season,85.29,2020.037269192133,86.38,76.31
Germany,Plam Oil,Rainy Season,87.99,2021.2208474198467,70.48,52.11
France,Wheat,Spring,17.83,2020.5139228784287,86.6,20.74
India,Paddy,Spring,18.11,2021.327572459819,83.58,42.58
India,Sugar Cane,Rainy Season,85.59,2021.638658230254,17.67,14.2
Australia,Sugar Cane,Summer,15.25,2021.1332959299625,65.24,34.86
India,Sugar Cane,Fall,86.04,2021.2669567931207,58.72,49.74
China,Paddy,Summer,51.22,2021.6176209124365,63.39,85.86
India,Wheat,Spring,33.36,2021.196719435008,29.09,19.29
Australia,Cotton,Spring,77.42,2020.8371940691884,88.34,82.68
Germany,Plam Oil,Spring,68.25,2020.1786563686712,53.56,17.65
Germany,Paddy,Rainy Season,83.26,2020.0148987228094,31.01,43.83
India,Wheat,Spring,73.12,2020.7675027309929,40.51,26.09
France,Wheat,Summer,31.73,2020.4335966454546,73.12,49.95
France,Apples,Fall,91.54,2021.1030279129448,87.28,40.6
Australia,Maze,Winter,52.65,2020.768338211663,59.19,74.11
Africa,Apples,Summer,80.75,2021.9272849013278,34.29,14.33
United States,Sugar Cane,Fall,81.59,2020.0404323467967,65.36,43.09
United States,Wheat,Spring,74.23,2020.2655738246788,62.89,59.09
France,Apples,Rainy Season,83.27,2021.5625326007894,71.06,70.97
Germany,Apples,Spring,67.49,2020.3736583473467,29.73,27.69
Africa,Plam Oil,Summer,62.5,2020.2355266862983,92.56,70.36
France,Paddy,Rainy Season,75.88,2020.3819799865998,87.93,15.63
China,Maze,Rainy Season,85.92,2021.4084958628732,81.94,91.98
United States,Paddy,Summer,92.11,2021.103319769225,74.68,51.39
United States,Paddy,Summer,79.48,2020.3947251439718,51.93,34.18
China,Wheat,Summer,16.51,2020.2538664373626,20.07,49.07
China,Maze,Spring,74.52,2021.4439247385942,93.16,87.65
China,Cotton,Fall,56.34,2020.90530954315,67.39,88.62
Germany,Maze,Winter,39.32,2021.6175959518885,16.46,33.72
India,Maze,Summer,55.24,2020.1673659568432,75.15,46.36
India,Sugar Cane,Summer,31.58,2021.9828041017934,32.53,25.56
United States,Apples,Winter,21.92,2021.4890894770033,91.65,33.32
United States,Plam Oil,Fall,46.6,2020.456713167206,57.84,70.28
India,Plam Oil,Rainy Season,34.69,2020.384578009091,89.85,63.79
Germany,Paddy,Fall,78.0,2021.491808218911,59.66,47.14
China,Wheat,Winter,15.29,2021.9315515982682,87.83,63.88
Australia,Paddy,Rainy Season,44.25,2020.4108564961057,68.47,55.01
India,Sugar Cane,Spring,56.85,2021.9207025761043,27.59,67.85
Africa,Paddy,Rainy Season,71.61,2020.6723528647854,22.54,66.47
India,Cotton,Spring,78.03,2020.0702333715872,29.2,88.93
Australia,Wheat,Summer,82.78,2021.0449691367442,84.72,32.17
Africa,Paddy,Summer,27.38,2020.2082751988703,59.33,18.73
Germany,Wheat,Fall,11.23,2020.5134126686341,48.4,88.94
Australia,Sugar Cane,Spring,23.1,2020.3301534214836,24.47,22.41
India,Sugar Cane,Spring,31.44,2021.101747192155,15.15,11.87
France,Sugar Cane,Winter,20.42,2020.7226997163866,60.75,80.95
China,Cotton,Summer,68.21,2021.778080180755,22.79,35.81
Africa,Cotton,Spring,87.98,2020.3296548209942,92.16,88.88
Africa,Cotton,Spring,70.69,2020.6671864285654,15.29,42.85
China,Paddy,Winter,79.17,2021.9053546753382,37.9,42.2
Germany,Sugar Cane,Rainy Season,26.5,2020.7168520588432,89.17,13.96
India,Wheat,Fall,51.15,2021.4307715522245,32.27,52.12
India,Paddy,Spring,29.09,2020.2089933630211,19.53,77.19
France,Sugar Cane,Winter,53.01,2021.9416928774492,49.61,66.2
China,Maze,Summer,28.37,2020.9211524377856,50.75,70.41
India,Paddy,Winter,55.8,2021.8286532739703,73.21,38.96
France,Plam Oil,Rainy Season,63.97,2021.3270191437568,54.51,65.62
China,Apples,Spring,88.49,2021.2752237095046,66.3,11.95
Africa,Plam Oil,Winter,55.11,2021.4229032691346,16.18,87.59
United States,Maze,Fall,55.73,2020.698131503609,73.35,84.6
Germany,Plam Oil,Rainy Season,65.27,2021.7314956440287,51.21,17.44
Africa,Sugar Cane,Spring,85.36,2020.9657968930437,76.15,65.38
Africa,Wheat,Summer,43.84,2021.255778936509,32.59,92.16
Germany,Plam Oil,Rainy Season,52.51,2020.7433981939325,30.53,56.13
Africa,Maze,Spring,71.46,2021.620656207597,17.36,46.85
France,Plam Oil,Rainy Season,18.85,2021.8066088661094,35.47,50.47
Germany,Paddy,Spring,50.86,2021.9463185173213,12.9,78.98
Australia,Wheat,Winter,17.2,2021.9090024844947,17.8,75.34
Australia,Sugar Cane,Fall,64.41,2021.397250926558,60.69,92.42
India,Apples,Fall,27.86,2020.4527588118642,19.82,23.44
Australia,Wheat,Fall,72.38,2020.8228550387987,93.09,34.79
Germany,Plam Oil,Spring,75.63,2020.2809933599958,24.02,84.77
China,Plam Oil,Rainy Season,32.13,2020.5410956554647,65.76,84.22
India,Maze,Fall,86.64,2021.359113050047,30.35,11.84
France,Plam Oil,Summer,32.09,2021.7590173129795,86.78,38.55
Africa,Wheat,Fall,36.56,2020.330678423494,91.85,92.88
China,Cotton,Summer,77.21,2021.3122911618925,90.95,53.27
China,Maze,Rainy Season,56.01,2020.3582036491894,35.77,74.44
Australia,Plam Oil,Winter,10.32,2020.0307405188576,65.74,83.1
India,Apples,Spring,41.47,2021.5627763074756,92.66,74.62
China,Apples,Fall,65.45,2021.6427600925201,37.53,17.59
Africa,Sugar Cane,Winter,65.49,2020.8434640836174,65.83,15.91
Australia,Apples,Spring,27.05,2021.975542443629,26.17,42.91
Africa,Paddy,Rainy Season,27.93,2020.1464275187573,64.6,77.16
Africa,Plam Oil,Rainy Season,65.66,2021.57828652523,40.13,66.5
Africa,Maze,Summer,34.39,2021.5900681587402,52.73,65.05
United States,Paddy,Spring,13.9,2020.9696041719296,26.47,14.73
Germany,Maze,Winter,81.47,2020.1614262822968,18.12,11.34
France,Apples,Rainy Season,70.48,2021.3988504204901,91.33,29.11
Africa,Paddy,Winter,39.1,2021.7677727101961,44.73,63.18
India,Wheat,Fall,81.2,2021.400721196977,54.13,49.52
Germany,Paddy,Fall,90.24,2021.100128103353,40.45,18.67
France,Cotton,Winter,54.6,2020.521988844438,50.52,75.69
Africa,Paddy,Spring,65.92,2021.9642024050177,14.0,19.45
India,Paddy,Spring,61.7,2020.7169637164554,36.31,41.8
Australia,Paddy,Spring,64.97,2020.2994177530848,47.12,61.95
China,Plam Oil,Spring,82.62,2020.9078823281736,33.09,44.73
France,Cotton,Rainy Season,33.94,2021.170929356051,17.73,45.43
China,Cotton,Summer,24.01,2021.5826644022984,75.61,55.67
France,Apples,Winter,10.94,2020.2677000069887,52.16,13.97
Africa,Wheat,Winter,13.89,2021.307090395298,64.43,72.12
Australia,Plam Oil,Winter,30.28,2021.4823684856688,56.62,52.31
India,Sugar Cane,Summer,65.07,2021.8000624732151,68.04,10.47
China,Maze,Spring,89.82,2020.7008475327973,17.22,91.78
China,Wheat,Fall,49.56,2020.1842027007622,20.89,44.38
Australia,Sugar Cane,Fall,85.75,2021.854200270462,28.27,82.72
Africa,Cotton,Spring,74.34,2020.3209774111947,89.88,33.3
France,Sugar Cane,Spring,91.17,2020.1658212566738,29.67,56.77
Australia,Sugar Cane,Fall,15.52,2021.330475911711,29.44,10.79
United States,Maze,Winter,45.21,2020.1248715541417,14.13,43.69
Africa,Plam Oil,Fall,91.89,2020.896506720159,13.22,74.06
India,Wheat,Rainy Season,71.12,2021.3905222772896,92.33,14.78
Africa,Paddy,Winter,70.8,2021.3852923855168,63.69,51.24
India,Plam Oil,Rainy Season,48.76,2020.7430823093282,60.82,10.53
France,Wheat,Winter,69.25,2021.627824576666,46.09,87.93
Australia,Wheat,Fall,83.1,2021.3344037322584,27.64,25.26
Africa,Maze,Rainy Season,10.68,2020.7002166789985,34.79,63.9
Australia,Maze,Winter,85.0,2020.6650167725463,24.73,40.24
Africa,Sugar Cane,Fall,72.95,2020.7314734877002,45.44,54.47
India,Sugar Cane,Spring,15.37,2021.4122958656421,55.06,25.87
Germany,Paddy,Rainy Season,39.99,2020.859293716414,89.0,86.0
Germany,Paddy,Spring,43.51,2021.558405200732,71.26,84.17
Australia,Maze,Rainy Season,53.75,2020.2243090054976,26.86,73.65
Germany,Apples,Spring,51.97,2020.084466101039,22.95,42.88
China,Paddy,Summer,33.14,2020.491981468116,25.57,46.07
Africa,Paddy,Spring,74.64,2021.1100741608611,77.99,12.69
Germany,Cotton,Winter,24.34,2020.3230276704858,91.38,74.2
Germany,Cotton,Winter,65.51,2021.451196026104,43.75,57.06
Germany,Apples,Summer,52.02,2021.637099045116,70.93,77.32
United States,Cotton,Winter,34.25,2020.658033937947,26.52,55.1
Australia,Cotton,Summer,16.35,2020.3763232042322,29.3,51.3
United States,Sugar Cane,Winter,80.6,2020.3318469276614,69.88,26.68
France,Wheat,Spring,15.0,2020.7175443784831,78.5,42.17
Germany,Wheat,Winter,49.18,2020.7636004714507,77.71,67.99
Australia,Apples,Winter,75.64,2021.916835589495,78.45,10.76
United States,Plam Oil,Spring,87.58,2021.5371290966043,52.46,43.59
Australia,Apples,Fall,82.95,2020.2294889543066,91.4,81.81
China,Plam Oil,Spring,64.89,2021.5816539553655,19.21,92.85
Africa,Plam Oil,Winter,35.6,2021.7916876315583,51.6,59.43
France,Wheat,Spring,55.13,2021.731885161047,72.45,58.66
China,Wheat,Fall,60.51,2021.886170053912,11.17,14.98
India,Paddy,Summer,89.06,2021.0766256047482,72.76,38.76
India,Cotton,Summer,60.27,2020.2759430201472,49.31,34.26
Africa,Maze,Spring,43.44,2020.6034280790848,40.67,81.78
Germany,Plam Oil,Winter,90.9,2021.0556531276247,42.42,43.27
India,Apples,Spring,44.6,2020.9355282531083,69.47,83.22
Australia,Paddy,Fall,46.8,2020.4953600499218,78.04,30.61
France,Plam Oil,Rainy Season,65.59,2020.3748434528193,45.81,24.49
China,Paddy,Fall,51.15,2020.275019828018,93.08,92.91
Africa,Maze,Winter,51.8,2020.2388538675677,53.52,90.56
Germany,Cotton,Fall,67.31,2021.754671119072,42.79,92.47
France,Apples,Summer,44.54,2021.087737747714,50.45,16.97
United States,Plam Oil,Winter,90.87,2020.4391868340967,42.88,88.98
Australia,Paddy,Rainy Season,18.39,2020.1681721433488,73.02,49.17
India,Wheat,Summer,21.44,2021.3411781369548,79.78,37.61
China,Apples,Fall,52.34,2021.5128974041138,82.89,75.77
China,Sugar Cane,Summer,71.65,2021.8132976769807,55.07,87.1
India,Apples,Winter,39.6,2020.771487822931,15.21,71.91
United States,Wheat,Fall,53.22,2021.4705955956674,38.7,82.4
Australia,Maze,Summer,36.43,2021.6497918935725,62.96,59.77
United States,Maze,Winter,83.78,2020.8138710101703,79.42,67.86
France,Plam Oil,Rainy Season,73.75,2020.1479327727213,90.82,56.96
India,Cotton,Fall,19.46,2021.6631588881319,53.95,84.28
China,Cotton,Winter,52.27,2021.7154205101738,23.24,73.75
India,Apples,Summer,89.76,2020.129888880689,19.35,79.21
India,Sugar Cane,Rainy Season,11.97,2021.675314263387,21.09,73.48
China,Cotton,Fall,43.66,2021.3793436334433,91.43,38.34
Australia,Cotton,Fall,58.41,2020.134670171472,22.38,87.05
China,Cotton,Winter,48.36,2020.4975297216465,15.2,26.36
Africa,Maze,Rainy Season,73.65,2021.8568580362435,36.12,84.85
India,Plam Oil,Spring,66.87,2020.7157684700621,15.32,49.99
India,Maze,Fall,71.56,2020.5843515612723,65.6,87.92
Africa,Apples,Rainy Season,19.22,2020.687478182995,14.1,35.31
United States,Wheat,Summer,16.57,2021.3557692153283,26.44,75.72
Germany,Cotton,Winter,21.87,2020.3260778598471,89.95,62.23
Germany,Paddy,Rainy Season,44.71,2021.506294334199,84.88,24.32
United States,Cotton,Summer,39.28,2020.1764115827443,52.24,18.29
India,Maze,Winter,29.83,2020.6112263943646,23.51,52.57
United States,Wheat,Spring,16.52,2020.0639645932283,88.53,38.6
United States,Sugar Cane,Summer,55.94,2021.1245361694737,65.24,35.78
France,Wheat,Summer,81.95,2020.0061773026123,69.63,52.64
Australia,Maze,Rainy Season,41.37,2020.343784433949,49.04,65.02
United States,Apples,Spring,30.44,2020.8307264635866,11.85,11.21
Germany,Maze,Spring,61.71,2021.193198593958,64.13,20.63
France,Cotton,Spring,87.7,2021.9656132202738,64.19,42.36
Germany,Plam Oil,Rainy Season,35.5,2020.4044845911465,75.47,74.89
Australia,Paddy,Winter,56.17,2021.4433129172498,90.84,75.45
France,Apples,Fall,74.07,2021.0228725267918,45.1,36.69
France,Cotton,Fall,76.15,2020.4733218343847,88.88,25.79
Germany,Apples,Rainy Season,71.04,2020.1266889928638,83.78,62.96
India,Maze,Spring,14.29,2020.461859973814,51.71,37.28
Africa,Apples,Rainy Season,40.22,2020.4498253209415,79.36,57.96
China,Sugar Cane,Fall,48.32,2021.6692406547947,40.72,77.06
Germany,Maze,Spring,62.28,2021.1799427475191,32.18,93.17
Africa,Apples,Summer,79.0,2020.2061184929942,23.94,80.33
United States,Cotton,Rainy Season,29.92,2020.1148291852967,69.05,63.18
United States,Sugar Cane,Fall,66.13,2021.3538094955888,93.18,33.26
India,Plam Oil,Spring,26.64,2020.6956638939307,40.2,48.12
France,Sugar Cane,Winter,38.89,2020.1769842618485,53.25,82.23
France,Plam Oil,Spring,66.51,2020.3535631927482,72.07,89.84
France,Wheat,Fall,24.69,2021.7995170659678,91.53,51.63
France,Apples,Fall,66.09,2020.6905726022433,56.5,49.55
France,Cotton,Spring,60.73,2021.1123133672068,12.61,18.61
United States,Paddy,Fall,45.34,2020.0518783657649,74.08,83.49
China,Paddy,Summer,17.87,2021.9612261812597,56.29,43.56
Africa,Wheat,Rainy Season,59.63,2020.291420389239,58.9,43.64
India,Maze,Summer,33.63,2020.701316268857,21.78,47.86
France,Cotton,Spring,71.3,2020.1727338837907,90.93,23.34
United States,Wheat,Winter,91.0,2021.085881131141,67.87,21.52
India,Wheat,Rainy Season,75.76,2021.8380886897926,38.43,32.19
United States,Cotton,Spring,49.41,2021.207931470301,54.55,65.85
India,Plam Oil,Summer,20.82,2021.4052601473481,32.2,66.88
India,Plam Oil,Fall,14.2,2020.1826464640117,91.37,81.53
China,Plam Oil,Rainy Season,74.03,2021.6093826352778,62.44,88.04
China,Sugar Cane,Rainy Season,46.38,2020.4105076348058,53.38,81.71
United States,Maze,Winter,65.01,2021.8184814896892,56.29,54.63
Australia,Wheat,Winter,92.65,2021.720353791382,89.01,44.61
Germany,Wheat,Winter,69.49,2021.2606525413203,32.34,50.74
Australia,Sugar Cane,Rainy Season,79.94,2021.7228386629022,21.67,65.75
India,Apples,Fall,69.1,2020.6801209207738,32.33,54.0
United States,Plam Oil,Spring,70.27,2021.3466574777942,91.37,71.6
United States,Apples,Summer,13.95,2021.1636599034152,24.58,59.24
Australia,Cotton,Spring,15.88,2020.7090040784271,52.5,55.98
France,Plam Oil,Rainy Season,60.19,2021.3670508648706,61.02,70.36
China,Plam Oil,Winter,34.35,2021.2702282166667,82.77,33.43
Australia,Paddy,Spring,29.92,2021.4810563296974,51.19,28.76
China,Paddy,Spring,74.0,2020.3344479279358,40.02,19.48
India,Apples,Fall,76.24,2020.6228252619158,42.56,21.02
France,Apples,Summer,14.67,2021.776479480615,17.39,32.56
Australia,Paddy,Summer,82.81,2021.7827794241293,90.57,81.37
India,Wheat,Spring,58.93,2021.2554407436362,62.04,82.56
Australia,Wheat,Fall,27.82,2021.9017038212282,86.05,87.4
India,Paddy,Fall,54.72,2021.2813656126616,61.65,14.67
China,Maze,Fall,76.86,2020.7268304329987,65.96,41.31
China,Plam Oil,Winter,12.53,2021.5020320484036,20.53,58.84
Germany,Paddy,Winter,32.94,2020.7769611125113,93.01,34.81
United States,Sugar Cane,Fall,89.65,2021.7168966631004,52.53,35.71
Africa,Maze,Rainy Season,23.75,2021.0304264786055,58.46,48.15
Australia,Wheat,Rainy Season,47.49,2021.0634261685066,20.22,43.77
Africa,Wheat,Spring,84.69,2021.470361743935,91.13,62.79
France,Maze,Winter,34.67,2021.521871711769,78.38,27.03
United States,Cotton,Rainy Season,93.08,2020.9740630380736,11.42,40.03
France,Apples,Fall,18.39,2020.8589993918526,36.09,77.63
France,Maze,Rainy Season,69.34,2021.8927955719814,51.96,51.57
Africa,Cotton,Summer,82.74,2020.8145060547827,32.91,67.96
Africa,Apples,Rainy Season,21.88,2021.565732416586,66.8,37.39
United States,Apples,Spring,88.81,2020.9246704609707,56.22,62.59
Africa,Paddy,Summer,46.65,2020.9040935071018,52.81,20.09
Africa,Paddy,Winter,11.05,2020.0316274608992,81.96,76.31
Germany,Sugar Cane,Summer,71.66,2020.059697848736,10.61,37.52
Africa,Cotton,Summer,18.01,2021.141970577377,54.04,56.53
China,Maze,Summer,67.97,2020.0876807227291,68.6,40.09
Australia,Cotton,Summer,43.62,2020.2909232221987,31.17,31.21
France,Cotton,Spring,29.64,2020.15975113936,45.15,87.51
China,Paddy,Fall,66.63,2020.1582003534404,43.38,82.36
Australia,Apples,Winter,75.82,2020.7139566973335,77.69,71.78
Africa,Maze,Rainy Season,71.6,2020.0551041247854,35.0,25.9
Australia,Plam Oil,Summer,79.79,2021.9939476645557,62.82,42.1
France,Paddy,Spring,35.31,2021.0441872543317,37.54,81.5
Germany,Paddy,Spring,31.25,2020.1743846865293,91.94,56.79
Africa,Wheat,Winter,51.91,2020.0959771654573,68.1,13.19
China,Plam Oil,Rainy Season,41.61,2021.8394254942427,79.92,90.47
United States,Maze,Winter,24.17,2021.2892222532823,31.17,78.86
Africa,Paddy,Spring,29.25,2021.5453713633046,23.45,82.9
India,Cotton,Rainy Season,28.78,2020.3764850648379,65.64,24.68
Australia,Cotton,Spring,24.94,2021.6466838978658,61.96,11.39
Africa,Apples,Summer,33.34,2021.3551148766808,37.49,34.91
Africa,Cotton,Fall,47.87,2021.1437998053482,36.19,62.21
China,Sugar Cane,Rainy Season,79.9,2021.1228339984848,52.48,78.67
Africa,Sugar Cane,Spring,89.72,2021.1886320016242,29.41,42.23
Africa,Maze,Winter,25.23,2021.7261645346057,51.7,60.39
France,Paddy,Spring,73.61,2021.9185889498233,44.15,19.89
Germany,Apples,Spring,89.79,2020.567024633792,88.63,39.49
Africa,Wheat,Winter,39.99,2020.5375232506792,32.9,10.97
China,Paddy,Rainy Season,54.65,2021.384221551905,78.04,74.09
Africa,Plam Oil,Rainy Season,72.46,2021.305764081498,64.29,61.17
Africa,Plam Oil,Fall,30.2,2020.9608658484105,46.03,90.57
United States,Wheat,Summer,20.76,2021.4657442677756,43.96,21.81
Australia,Paddy,Spring,79.57,2020.8853677808731,48.27,88.01
Germany,Sugar Cane,Winter,34.17,2020.2349448003372,49.3,50.34
United States,Maze,Spring,53.86,2021.1087529276917,66.49,53.16
India,Sugar Cane,Winter,20.08,2020.3756455922048,48.67,40.66
United States,Wheat,Rainy Season,67.04,2020.6143314752298,14.15,16.55
India,Wheat,Winter,25.31,2021.6212270115986,62.44,30.83
Africa,Sugar Cane,Winter,67.09,2020.4191507309856,56.25,12.7
France,Plam Oil,Fall,92.22,2021.222353523567,75.94,77.18
Germany,Wheat,Rainy Season,10.93,2020.0804967095642,42.12,40.75
Australia,Sugar Cane,Fall,11.17,2020.0038112386342,92.87,29.86
United States,Sugar Cane,Spring,87.15,2020.2154070489546,56.47,67.65
Africa,Wheat,Winter,85.22,2021.9888681962975,57.84,55.08
China,Cotton,Spring,11.08,2021.806729676784,49.36,90.57
Australia,Wheat,Spring,25.95,2021.6635891309459,22.5,57.99
China,Apples,Spring,32.33,2021.1102022717648,92.87,51.96
Germany,Maze,Winter,12.24,2021.164164332885,21.14,18.52
Australia,Cotton,Winter,26.19,2021.1084151287487,40.18,43.13
Australia,Apples,Fall,42.46,2021.5428477305366,91.99,49.5
China,Wheat,Fall,69.86,2020.9571527153585,40.68,37.9
Germany,Plam Oil,Winter,48.31,2021.9389099328087,40.22,87.59
Germany,Maze,Fall,54.24,2021.9368781206222,16.52,20.91
India,Plam Oil,Summer,12.22,2020.202733200859,27.02,66.35
China,Paddy,Winter,57.82,2020.098847144875,80.02,41.11
Africa,Apples,Spring,62.34,2021.7899287014802,10.59,19.49
Germany,Apples,Winter,62.13,2021.6530033120334,28.11,82.09
United States,Maze,Fall,71.88,2021.7144534567517,36.94,18.8
Africa,Paddy,Rainy Season,54.42,2021.849769393165,18.39,10.37
France,Plam Oil,Winter,36.79,2021.575188092345,74.49,87.02
United States,Wheat,Fall,77.68,2020.2915974688358,22.03,10.4
India,Maze,Fall,73.22,2021.3783836080306,38.28,63.66
Germany,Wheat,Spring,44.79,2020.2638353935029,59.35,77.28
Africa,Plam Oil,Fall,70.08,2021.0347489961875,58.06,56.96
China,Apples,Spring,28.94,2020.9774227420576,35.55,23.28
India,Plam Oil,Winter,51.27,2021.0200450569298,22.9,33.45
United States,Paddy,Fall,47.24,2021.8387520494039,21.85,71.88
Africa,Sugar Cane,Winter,32.82,2020.0444640263677,80.43,56.01
Africa,Maze,Fall,54.21,2020.4683506258125,67.74,65.3
Germany,Sugar Cane,Winter,16.05,2021.9150677287473,66.57,66.82
Australia,Wheat,Spring,38.42,2020.418862415941,64.51,84.01
China,Plam Oil,Winter,64.26,2020.326757031554,30.68,53.31
China,Plam Oil,Summer,44.59,2021.1559595886422,44.5,73.69
Australia,Wheat,Winter,77.83,2021.572280735439,65.8,85.96
Germany,Wheat,Spring,38.97,2021.796329560662,63.75,89.53
Germany,Wheat,Summer,75.16,2021.6659833482868,27.68,58.96
